tweetID	tweetText
551576197675487234	ميركل لا تمانع خروج اليونان من منطقة اليورو http://t.co/WAVDMsXzne
551576247482859520	لبنان يشدد إجراءات دخول السوريين إلى أراضيه - الجزيرة http://t.co/gBs5JZaK00 - http://t.co/HBsx9YuVID #news
551576306039541760	ميركل لا تمانع خروج اليونان من منطقة اليورو http://t.co/3umWRXLFhm
551576431445032960	الخبر/مسؤول أمني: لبنان يشدد شروط دخول السوريين إلى أراضيه
551576506812862464	أخبار درعا و حوران : لبنان يشدد إجراءات دخول السوريين إلى أراضيه أعلنت السلطات اللبنانية أنها تعتزم تشديد شروط... http://t.co/eEza55jYpp
551577287737753602	"""لبنان يشدد إجراءات دخول السوريين إلى أراضيه"" http://t.co/oWKLhwUhgj"
551577506441363459	1849 غارة جوية شنتها قوات التحالف خلال أربعة أشهر على مواقع داعش http://t.co/jFseilJsJ5
551578056452628481	واشنطن تبدأ معاقبة كوريا الشمالية إثر هجومها على «سوني بييكتشرز» - الرياض #آخر_الأخبار
551578462654173185	لبنان يفرض قواعد جديدة لتنظيم دخول السوريين أراضيه http://t.co/R9zAMlHjRY
551579129980547072	#خبر لبنان يشدد إجراءات دخول السوريين إلى أراضيه: أعلنت السلطات اللبنانية أنها تعتزم تشديد شروط دخول السوريين، في إطار جه... #رتويت
551579505601818624	لبنان تفرض على السوريين تأشيرة دخول بشكل رسمي؟؟ يريدون أن يغلقوا الحدود بوجه اللاجئين نسوا أن رحمة الله لاتعرف حدود http://t.co/Z7eaym2bOR
551580634116657152	قتل أربعة من مسلحي جماعة الحوثي اليوم السبت في تفجير عبوة ناسفة بمدينة رداع بمحافظة البيضاء وسط #اليمن
551581281209692160	قتل أربعة من مسلحي جماعة الحوثي اليوم السبت في تفجير عبوة ناسفة بمدينة رداع بمحافظة البيضاء وسط
551581507647975425	للمرة الأولى.. لبنان يفرض إقامة دخول على السوريين عبر @AlArabiya ـ http://t.co/7aIyOSRuBO http://t.co/qjQGM0gDCX
551582124059291648	“قناة #الهلال ستكون ناقلة لكل تدريبات الفريق التي ستكون مفتوحة للجماهير وأيضاً للمؤتمرات الصحفية لمدرب الفريق ولن تنقل مباريات هذا الموسم”
551583697460162563	قناة #الهلال ستكون ناقلة لكل تدريبات الفريق التي ستكون مفتوحة للجماهير وأيضاً للمؤتمرات الصحفية لمدرب الفريق ولن تنقل مباريات هذا الموسم
551583897746550784	"""@aleqt_fb: ميركل لا تمانع خروج اليونان من منطقة اليورو http://t.co/9wTKk0EzKc"""
551584376622817280	“@aleqt_fb: ميركل لا تمانع خروج اليونان من منطقة اليورو http://t.co/H2oCTrGTS8”
551585177269710848	#للمرة الأولى منذ 92 عاما.. تركيا تسمح ببناء كنيسة جديدة - مجلة الرسائل http://t.co/xURuql4PIB
551585180969082880	#وفاة القيادي بالقاعدة أبوأنس الليبي قبل أيام من محاكمته في نيويورك - جريدة المدينة http://t.co/MMJqYfRI9X
551585856452964352	وفاة أبو أنس الليبي في مستشفيات نيويورك القيادي في تنظيم القاعدة بعد تدهور صحته http://t.co/FVAyTbygHu
551586499066490880	"وفاة ""أبو أنس الليبى"" قبل أيام من بدء محاكمته فى تفجيرات ""نيروبى ودار السلام"" - http://t.co/qgtBsrGa9w #اخبار #مصر #اخبار_مصر #اخبار مصرى"
551586556503670784	"إجراءات دخول السوريين الى لبنان بالتفاصيل: ""فليعذرنا الجميع...نحن مضطرون"" يعتبر الاثنين المقبل يوماً مفصلياً... http://t.co/9bG5vq5Zbu"
551586721767653378	(( تنظم بوكو حرام يختطف 40 شابا في نيجريا )) ؟؟؟ لاياولد ألحرام ؟؟؟ http://t.co/rQFktoFygB
551586813010137088	"إجراءات دخول السوريين الى لبنان بالتفاصيل: ""فليعذرنا الجميع...نحن مضطرون"" يعتبر الاثنين المقبل يوماً مفصلياً... http://t.co/hQS0t6UfQg"
551587017575137280	"إجراءات دخول السوريين الى لبنان بالتفاصيل: ""فليعذرنا الجميع...نحن مضطرون"" يعتبر الاثنين المقبل يوماً مفصلياً... http://t.co/0cqbXsPEQ7"
551587032682999808	التحالف الدولي يعلن شن 39 غارة جوية على مواقع تنظيم الدولة في سوريا والعراق خلال 48 ساعة
551587287700484096	ميركل لا تمانع خروج اليونان من منطقة اليورو http://t.co/WQIb7XDv9Y
551588063822897152	"""مستقبل وطن"": نخوض الانتخابات على 70 مقعدا ونميل للتحالف مع ""الجنزورى"": أكد محمد مصطفى بدران رئيس حزب مستقبل وطن،… http://t.co/Wbw5dM8B5m"
551588834841223168	#لبنان تفرض تأشيرة دخول على السوريين لأول مرة التفاصيل:http://t.co/kfOSSlPI7N #جريدة_المال
551589211997216768	«بوكو حرام »تخطف 40 شابا في شمال شرق نيجيريا - الرياض - الرياض «بوكو حرام »تخطف 40 شابا في شمال شرق نيجيريا... http://t.co/x657mRdZVj
551589293873840128	@1ksanews1 في بادرة هي الأولى من نوعها تركيا توافق على منح إحدى الطوائف المسيحية قطعة أرض لبناء كنيسة جديدة في منطقة يشيل كوي بإسطنبول
