tweetID	tweetText
553215687247015936	حال استنفار قصوى في شمال فرنسا http://t.co/umTkhJyKkn
553215784131252224	عَمْرُو عبد الهادي الاعلام الصهيوني المصري مش هينطق على ضرب مساجد فرنسا انما كان اول اعلام اتهم المسلمين في... http://t.co/Z3HVwTs8BT
553215847792009216	عرض فرصه للبيع مزرعه من الوكيل مباشر في الدائري الثالث خلف مطبعة القران الكريم http://t.co/3htrbvGZJH
553215853580529664	10 قتلى بانفجارين أحدهما بمسجد شيعي في بغداد http://t.co/hWJjcyAT5Q | #العراق #الحسينيات #بغداد #شيعة #سنة http://t.co/Gn9028YTbw
553216005913452545	@teriangle_hd القنابل البدائية مش من مقام فرنسا بس
553216006428971008	العراق: شهداء وجرحى بتفجير انتحاري داخل حسينية: فجّر انتحاري نفسه داخل حسينية غرب العاصمة العراقية بغداد ما اد... http://t.co/FFEcKZ5hyK
553216153812606976	أكثر من 30 قتيلا و50 مصابا فى تفجير قرب كلية الشرطة بصنعاء: انفجرت سيارة ملغومة خارج كلية الشرطة ب... http://t.co/O0IwpaKalG #أخبار
553216324826968064	"اليمن| الجندي الذي أسعف نفسه في تفجير كلية الشرطة الإرهابي بصنعاء http://t.co/SjcLy9cVqb"""
553216628016820226	بعد هجوم شارلي إيبدو: مساجد في فرنسا تتعرض لاعتداءات http://t.co/pmHso0uZUw
553216798607175681	لماذا الشيعه ومتعصبين الشيعه ﻻيستعملون اساليب التفجيرات واﻻحزمه الناسفه مثل باقي منشددين السنه من الدواعش والقاعده فكر وستعرف الجواب
553217076220145664	عاجل.. مساجد تتعرض لإطلاق النار في فرنسا http://t.co/aLJI0oycMF
553217219392327681	"""@ SungMin_Wings: مصدر مجهول - سونقمين في مقهى http://t.co/9okRFf7fKu"" 🙊💜"
553217323981488128	ناجون من مذبحة كلية الشرطة في صنعاء يكشفون تفاصيل جديدة عن العملية الارهابية- http://t.co/dOy00mbyMQ
553217420572123137	مباراة افتتاح كأس اسيا 2015 الكويت واستراليا http://t.co/4MPzrfbTsf #الكويت_استراليا #استراليا_الكويت #الكويت
553218146241638400	بعد هجوم شارلي إيبدو: مساجد في فرنسا تتعرض لاعتداءات http://t.co/uITNbezXLG
553218469659815939	@aychaterro مثل شباب فرنسا .. ههههههه
553218601357148161	هجوم جديد لجماعة بوكو حرام على بلدة باغا في نيجيريا #عدن_الغد #adenalghad http://t.co/GBbTVxXZC0 http://t.co/MzKcBkg1qg
553218606637412353	@01_f16 @trksa03 مش فرنسا الجنوب الفرنسي تحديدا ...:/
553219215818502144	@Ania27El واضح انهم مستهدفين مسلمين فرنسا الله يسترنا هاد الايام
553219232230424578	"عدد القتلي قد يصل إلي 2000.. ""بوكو حرام"" تحرق بلدة بالكامل شمال... http://t.co/TBVpZhDEAN"
553219307140677632	بعد هجوم شارلي إيبدو: مساجد في فرنسا تتعرض لاعتداءات: بعد ساعات من هجوم مسلحين على مقر جريدة شارلي إيبدو الساخ... http://t.co/8Cf5zfmZUE
553219608690192384	بريطانيا تُعزّز حدودها بعد هجوم «شارلي إبدو» http://t.co/6swPjzPFbh سعيد المولد http://t.co/GTXVk5PECo
553219660066217985	"متفرقات : من هو شريف كواشي المشتبه فيه في الهجوم على ""شارلي ايبدو""؟: http://t.co/b0NJoyBYls"
553219840484179968	"الأنحاء/ تشديد الإجراءات الأمنية على موقع صحيفة ""لو دانوا"" الدنماركية صاحبة الرسوم المسيئة للرسول إثر الهجوم على صحيفة شارلي ايبدو الفرنسية."
553220016280051712	@Utopia75 بس في جنوب فرنسا تنطق: بتسمهيبوه ☺️
553220242780856320	"الأنحاء/ تشديد الإجراءات الأمنية على موقع صحيفة ""لو دانوا"" الدنماركية صاحبة الرسوم المسيئة للرسول إثر الهجوم على صحيفة شارلي ايبدو الفرنسية."
553220338352668672	رئيس القضاء الإيراني يدين الظلم بحق الشيخ سلمان وشعب #البحرين #منامة_بوست http://t.co/rudhOFy7PQ #المنامة #سترة #سند #كرباباد #دمستان
553220452584140800	«بوكو حرام» تحرق بلدة بالكامل شمال شرقي نيجيريا: أفاد مسئولون نيجيريون بأن متشددي جماعة “بوكو حرام” النيجيرية ... http://t.co/VmICcXqwdo
553220503679561729	الرحمة والمغفرة والخلود لكم جميعا: اسماء شهداء تفجير السيارة المفخخة امام كلية الشرطة بصنعاء من طلاب الجامعات... http://t.co/zOb9tA9ekb
553220746474823680	"@ALseaase مقتل الرسامين الأربعة الأكثرمهاجمةللاسلام وللرسول ف الهجوم ع صحيفة شارلى إبدو #غرد_بصورة #هجوم_شارلي_إبدو http://t.co/SermEMnfTQ"""""
553220854847668224	ناس مع كل الجو اللي في فرنسا بتعمل بزنز ضخم ببيع أعداد من شارلي إبدو علي إيباي وتي شيرتات وبادجات جي سوي شارلي... http://t.co/TmYM9CJGqw
553221065099333632	فرنسا تنعي ضحايا هجوم شارلي إبدو وتواصل ملاحقة الجناة: وسعت الشرطة الفرنسية يوم الخميس نطاق عملية ملاحقة لشقي... http://t.co/ftrl2ZsiXe
553221500849754113	"@AlzheeriMohd @3thb_al5e9al مقتل الرسامين الأربعة الأكثر مهاجمة للاسلام وللرسول ﷺ في الهجوم على صحيفة شارلى إبدو http://t.co/SermEMnfTQ"""""
553221903226130432	السلطات الفرنسية... تتعرف على منفذي هجوم 'شارلي إيبدو' http://t.co/DVJoy1dRFZ
553222032968515584	أ ف ب: جماعة بوكو حرام تدمر 16 بلدة وقرية في شمال شرق نيجيريا
553222138186842112	فيديو | علي بولند: مدرب منتخب الكويت نبيل معلول سيركز على العامل النفسي @MohQ8tv http://t.co/sxPjKSWmLf
553222255023783936	http://t.co/aJKzqkGuRc من هو شريف كواشي منفذ هجوم أمس على #شارل_ايبدو في باريس
553222427740995584	"http://t.co/HR9T0acvui أحد الناجين من هجوم ""شارلى إبدو"": الجناة نادوا الضحايا بالاسم"
553222507470143489	"""من هو شريف كواشي المشتبه به في تنفيذ الهجوم الدامي على “شارلي إيبدو”؟"" http://t.co/1N6AdRiXkb"
553222642418085890	موجز الصحافة العالمية.. الإسلام برىء من هجوم على صحيفة شارلى إبدو http://t.co/lW9KGFoKYs
553222699309621248	عاجل..تعرض مساجد لهجمات منذ مساء الاربعاء في فرنسا http://t.co/fus9kP8nt0
553222751365111811	فيديو فضح ماوقع في فرنسا https://t.co/YcSA5jShrC
553222771317018625	عاجل | جماعة بوكو حرام تدمر 16 بلدة وقرية في شمال شرق #نيجيريا
553222831618523138	@TalaMaragha بس اعتقد فرنسا بتمنع النقاب مش الحجاب
553222858877702144	هجمات ضد مساجد بـ فرنسا ورصد مشتبهين فارين http://t.co/gNRUwA2303
553223224129884160	3 - بدر المطوع سجل كل أهداف منتخب #الكويت الـ3 الأخيرة في كأس آسيا. بدران. #آسيا2015
553223232996642817	نيجيريا : جماعة بوكو حرام تدمر 16 بلدة وقرية في شمال شرق البلاد http://t.co/fuWRo04skU
553223324969353217	الحرب على الاسـلام بدأت في فرنسا ..
553223339313872896	3 - منتخب #الكويت حافظ على نظافة شباكه في 3 فقط من آخر 14 مباراة. مخترق. #آسيا2015
553223841527259136	فرنسا: هجمات على مساجد - http://t.co/UM6ozflHaQ
553224053994319872	"بالصور - لحظة مقتل الشرطي المسلم في هجوم ""شارلي ايبدو http://t.co/xT5WeOZUli http://t.co/I4giZ5xi0O"
553224340649410560	ارتفاع حصيلة الهجوم على كلية الشرطة في صنعاء الى 40 قتيلا
553224345103761408	تعرض عدة مساجد في فرنسا لإطلاق نار منذ الأمس
553224386845491200	@qenanalghamdi اتمنى منك ملاحقة اخطاء بعض الوزارات مثل ملاحقه اخطاء هيئه الامربا لمعروف
553224658896420868	"من هو شريف كواشي المشتبه به في تنفيذ الهجوم الدامي على ""شارلي إيبدو""؟ http://t.co/XnSAtaqYD0"
553224940435279872	@zeintawfik حتى بعد حادث فرنسا ؟؟
553225350264918016	"“@Masrawy: بالصور - لحظة مقتل الشرطي المسلم في هجوم ""شارلي ايبدو http://t.co/G7zvNSHAYr http://t.co/Y7t2kjNfIn” http://t.co/0y5p7ic2Gj"
553225653525286912	مقهى على نهر قد تجمد. #رتويت http://t.co/SLAHN6Pg2x
553225660635033601	"""@aawsat_News: عاجل | جماعة بوكو حرام تدمر 16 بلدة وقرية في شمال شرق #نيجيريا"""
553225870455099395	شريف كواشي من الخلايا التي تدربت في سورية وأُرسلت للعراق قلنا إذا بحثتم في ارهابي فرنسا سنصل الى من وراءهم ،... http://t.co/1K29ktWS7P
553226115310157825	مجموعة صور لملعب افتتاح كأس امم اسيا بين منتخبيُ استراليا و الكويت غداً http://t.co/CD5kYxWowh
553226160964763649	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/tp23XgCZEl
553226169810558976	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/Ea0Q0uvopD
553226177540669442	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/Ff8mhnm1zt
553226181923708928	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/M90pRFx2LT
553226182313775104	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/WSyISab7fa
553226206619779073	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/FJbQhcuqpI
553226237204656129	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/XWAfD6TZnY
553226252799057921	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/3SseverAzv
553226261363838977	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/5FziQK47zF
553226316363735040	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/744A0niG1b
553226320277041153	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/oPTofJ8BOI
553226345321230336	استهداف المساجد في فرنسا بعد الاعتداء على جريدة شارلي إبدو الفرنسية http://t.co/2oChpxHyRZ
553226610091245568	اليوم…حداد وطنيّ في فرنسا http://t.co/LXe7zEi6eF
553226634397220865	"الشرطة الفرنسية تعثر على قنابل وأعلام تحمل راية جهادية في سيارة منفذي هجوم ""شارلي إيبدو"" http://t.co/F7HSDfhGZS"
553226643624693761	"""بوكو حرام"" تحرق بلدة شمال شرقي نيجيريا و مقتل أكثر من 2000 شخصًا http://t.co/JQw92HPnoh http://t.co/g1tVdBMkOp"
553226646673555457	"فرنسا: تعرض العديد من المساجد لاطلاق نار منذ مساء امس: اكدت ""وكالة فرانس برس"" ان العديد من المساجد تعرضت لاطلا... http://t.co/AXhINJuT5i"
553226647889903616	باجرمباراة منتخب الكويت واسترالية خالد محمد ابراهيم بالشبك هو والكرة
553226702608805888	"فرنسا: تعرض العديد من المساجد لاطلاق نار منذ مساء امس: اكدت ""وكالة فرانس برس"" ان العديد من المساجد تعرضت لاطلا... http://t.co/EI7BmzyPpS"
553226903071756290	"#egypt #balad هجوم ""شارلي إبدو"" يفتح ملف العائدين من سوريا.. و""هولاند"" يتحدى أعداء حرية التعبير في فرنسا http://t.co/13H0kDJC2P"
553226937469239297	الالب هو الشعانبي متاع فرنسا http://t.co/xQh6fL6Vaf
553226960986333184	عاجل .. القبض على منفذي تفجير كلية الشرطة وإحباط عملية إرهابية جديدة في صنعاء http://t.co/kdtK4SF42G #yemen #اليمن
553227058067681280	عاجل .. القبض على منفذي تفجير كلية الشرطة وإحباط عملية إرهابية جديدة في صنعاءhttp://t.co/JDXY0h2zzc
553227105471713280	جماعة بوكو حرام تدمر 16 بلدة وقرية في شمال شرق نيجيريا http://t.co/zp2z1yHC3k
553227112786587648	لم يعُد لدي من الأمل الكثير. لأُواصل هذا الحزن الآسن فاليأس لمن هو مثلي أرحم من ملاحقة السراب
553227124988215296	هل تريد #فرنسا ذريعة لتواجدها في ليبيا ؟!
553227414533185536	وكالة نبأ الإخبارية المستقلة | مهاجمة مساجد بالرصاص والقنابل في فرنسا | الأخبار الرئيسية: http://t.co/w5fHg8Omlf
553227414977798145	"الأبحاث عن الشقيقين كواشي تتركز ببلدة ""كورسي"" شمال فرنسا http://t.co/mU4JpFwhkN | https://t.co/Kg56ni35Dp"
553227825722171392	هذه بضاعتكم ردت إليكم #فرنسا #سوريا
553227910425763840	هل منتخب الكويت قادر على تخطي صاحب الارض والجمهور #Allo_beIN
553227914825990144	الهجمات على المساجد في فرنسا تظهر فقط إن عدوك يدور بس صوره و لون و و إسم علشان يهين مقدساتك للعلم المساجد تتعرض للهجوم في أمريكا و دول ١
553228039354871809	جماعة بوكو حرام تدمر 16 بلدة في شمال شرق نيجيرياhttp://t.co/O6XzykyMOB http://t.co/VklXECZOXP
