E01	Q0	549711593487888387	0
E01	Q0	549719610459967488	0
E01	Q0	549720880717508608	0
E01	Q0	549724286575861761	0
E01	Q0	549780004230283264	0
E01	Q0	549846940284764161	0
E01	Q0	549879792745476096	0
E01	Q0	549880138033135617	0
E01	Q0	549885694814863360	0
E01	Q0	549887667492503554	0
E01	Q0	549887952026107904	0
E01	Q0	549889705936826368	0
E01	Q0	549899268161814528	0
E01	Q0	549901066574495745	0
E01	Q0	549908957238530048	0
E01	Q0	549910366201716737	0
E01	Q0	549918122573324288	0
E01	Q0	549920202193121280	0
E01	Q0	549925351699546112	0
E01	Q0	549925449204527104	0
E01	Q0	549928820829347842	0
E01	Q0	549929231904686080	0
E01	Q0	549929891744219136	0
E01	Q0	549930817183813632	0
E01	Q0	549931408727498753	0
E01	Q0	549931467695222786	0
E01	Q0	549933086683566081	0
E01	Q0	549934044230586368	0
E01	Q0	549934046893973504	0
E01	Q0	549934055597150209	0
E01	Q0	549934064614928386	0
E01	Q0	549934072256929793	0
E01	Q0	549934111456886784	0
E01	Q0	549934127898570753	0
E01	Q0	549934131748954112	0
E01	Q0	549934153026662400	0
E01	Q0	549934155908141056	0
E01	Q0	549934160798699521	0
E01	Q0	549934165236269056	0
E01	Q0	549934168314896384	0
E01	Q0	549934172413116418	0
E01	Q0	549934172882477056	0
E01	Q0	549934195082932225	0
E01	Q0	549935917809422339	0
E01	Q0	549935926160289793	0
E01	Q0	549935930857906176	0
E01	Q0	549937671737339905	0
E01	Q0	549943345670139904	0
E01	Q0	549944479159812096	0
E01	Q0	549950325835059200	0
E01	Q0	549953711766642688	0
E01	Q0	549957439207272449	0
E01	Q0	549959309556461568	0
E01	Q0	549960865550991360	0
E01	Q0	549966746825011200	0
E01	Q0	549969451261886465	0
E01	Q0	549970373228634112	0
E01	Q0	549971439634628609	0
E01	Q0	549971841922523137	0
E01	Q0	549973834603188224	0
E01	Q0	549973848041345025	0
E01	Q0	549974014157135872	0
E01	Q0	549975104781053952	0
E01	Q0	549976628776808448	0
E01	Q0	549983888333090819	0
E01	Q0	549984224628203520	0
E01	Q0	549988552683954177	0
E01	Q0	549988924916236290	0
E01	Q0	549989398784532485	0
E01	Q0	549990314153226240	0
E01	Q0	549995041561640960	0
E01	Q0	549998052954472448	0
E01	Q0	550005380051664896	0
E01	Q0	550007224530399232	0
E01	Q0	550010719639322624	0
E01	Q0	550017416923971585	0
E01	Q0	550019116099448833	0
E01	Q0	550021024108920832	0
E01	Q0	550021113200521216	0
E01	Q0	550021212764905472	0
E01	Q0	550026799481389056	0
E01	Q0	550036275676606466	0
E01	Q0	550041919993020417	0
E01	Q0	550045141746987008	0
E01	Q0	550050011770142721	0
E01	Q0	550052888509038594	0
E01	Q0	550063655614943232	0
E01	Q0	550065261139984384	0
E01	Q0	550067966839365632	0
E01	Q0	550077619723857921	0
E01	Q0	550082298641539073	0
E01	Q0	550091346560577536	0
E01	Q0	550100154276003840	0
E01	Q0	550100872986779648	0
E01	Q0	550103920844886016	0
E01	Q0	550115727265366016	0
E01	Q0	550116308419747842	0
E01	Q0	550156189644771328	0
E01	Q0	550171733894758400	0
E01	Q0	550180009873510400	0
E01	Q0	550187841100070913	0
E01	Q0	550200917908148224	0
E01	Q0	550202458442461184	0
E01	Q0	550212751239680000	0
E01	Q0	550212775021379584	0
E01	Q0	550214252146229248	1
E01	Q0	550214533952724993	1
E01	Q0	550214847833862146	1
E01	Q0	550214867937153024	1
E01	Q0	550215016591683586	1
E01	Q0	550215753849647104	1
E01	Q0	550216115058524160	1
E01	Q0	550216499416555520	1
E01	Q0	550216953915129858	1
E01	Q0	550217788699062273	1
E01	Q0	550218073664258049	1
E01	Q0	550219444610293760	1
E01	Q0	550219846848233472	1
E01	Q0	550220253284667392	1
E01	Q0	550220483942449152	1
E01	Q0	550220568763453440	0
E01	Q0	550220921852936192	1
E01	Q0	550221391103295488	1
E01	Q0	550221424720240640	1
E01	Q0	550221580412809217	1
E01	Q0	550221646972588032	1
E01	Q0	550221675288338433	1
E01	Q0	550221816505978880	1
E01	Q0	550221993745076224	1
E01	Q0	550222305373089793	1
E01	Q0	550222464895442946	0
E01	Q0	550223508593078273	1
E01	Q0	550223529057472512	1
E01	Q0	550223675967176704	1
E01	Q0	550223969388089344	1
